Observation ID,Name,Data Type,Latitude,Longitude,Color,Material,Open/Closed,Number of People,Price Range (CHF),Town,Link to Picture
G1_R0,Solar Panel 1,Solar Panel,8.97062,45.90187,Black,crystalline silicon,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1P91eS5RCPLk_TuPHWM9bnzRaUt6PiUlj/view?usp=drive_link
G1_R1,Statues 1,Statues,8.97055,45.9044,Pale off-white/cream,lime-plastered masonry,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1tgSBeQguIu10f5zDgBp02bva-xZ01Us-/view?usp=drive_link
G1_R2,Solar Panel 2,Solar Panel,8.97095,45.90696,Black,crystalline silicon,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1kngJeMCJY5VlB6FlyZPtl58rvjKAhYR3/view?usp=sharing
G1_R3,Floors 1,Floors/Bridges,8.97254,45.90608,Gray,Pre-cast concrete (cement + sand + crushed aggregate with iron-oxide pigments,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1y7Ue-Iqir3_Tj5Hbs8yPCeWHOEIM9I7I/view?usp=sharing
G1_R4,Floors 2,Floors/Bridges,8.97052,45.90475,Light Gray,natural igneous stone,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1X3TihpIcc6KJDSuwy2_-2CIxiJfV8DLv/view?usp=sharing
G1_R5,Fountain 1,Fountains,8.9713,45.90572,Light Gray,granite,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1D0GOe--hKk6VdRS2iYmQEIBkBfKWa7YV/view?usp=sharing
G1_R6,Fountain 2,Fountains,8.97015,45.90338,Gray,porous calcareous stone,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1Gyy81htRjRq1Mv0H5KtIlnfnb4xLPglN/view?usp=drive_link
G1_R7,Statues 2,Statues,8.9711,45.90538,Green,bronze,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1o0Vgj0eUTNCNaa0Rt9UY5M3_vbr_3-6z/view?usp=drive_link
G1_R8,Floors 3,Floors/Bridges,8.97229,45.90533,Light Gray,concrete,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/125CT2f_R9yzz8LjEHoVz6t_ModQXlZc3/view?usp=sharing
G1_R9,Floors 4,Floors/Bridges,8.97089,45.90469,Gray,limestone,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1ZuanmT2az0urOML86uZm60cjH94AYoJZ/view?usp=sharing
G1_R10,Statues 3,Statues,8.97057,45.90394,Green,bronze,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1XyDr3Xn6PGDf_PQjw4lJDvMApwoYVJlW/view?usp=drive_link
G1_R11,Building 1,Building,8.97038,45.9031,Pink,masonry walls,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1WKdSvuEDD-zM6U_TMK8kZQ8mrYt1S9fV/view?usp=sharing
G1_R12,Building 2,Building,8.97067,45.9055,Beige/Black/Brown,fieldstone,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1YdVpo7OJ1YgKwTgohKW19jU2XTXXpYqm/view?usp=sharing
G1_R13,Archways 1,Archways,8.97118,45.90566,Beige,limestone,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1XmiB-2tGJCCkbDGs9DETN8--2pNw25y1/view?usp=drive_link
G1_R14,Building 3,Building,8.97061,45.90575,Grey/Green,Masonry walls,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1ozg5TAK8Xmbp3nmBRhpDk1T_61_yOE14/view?usp=sharing
G1_R15,Building 4,Building,8.97001,45.90691,Yellow,masonry walls,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1UgEKVW8DvS2mBYLj6O_QbnvzY5S-xSVd/view?usp=sharing
G1_R16,Archway 2,Archways,8.971,45.90586,White,masonry,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1ROHhglJH_XPLnqC7nlLMWdCMQj18sjTw/view?usp=drive_link
G1_R17,Archway 3,Archways,8.97014,45.90615,Brown,stone masonry,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1w2Om1p4V9qOWLHWhPKCk6XMvD5b7l5rQ/view?usp=drive_link
G1_R18,Doors 1,Doors,8.97078,45.90461,Brown,Wood,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1J1hUvw2zIzOonC4uCQUYsbNg34tbFoeI/view?usp=drive_link
G1_R19,Doors 2,Doors,8.97054,45.90419,Green,Wood,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1khapkGGvCCVRcKtwazSpOY3k2NOoKNQf/view?usp=drive_link
G1_PC0,Floors 5,Floors/Bridges,8.90564,45.90431,Grey,Stone,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1zV76k5XSLO6agjgpv1xT-BQ2D73arLiE/view?usp=sharing
G1_PC1,Floors 6,Floors/Bridges,8.90109,45.90356,Grey/Brown,Wood,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1UMhewFmdXqZYh8aa8446uY14oMK6Nbd5/view?usp=sharing
G1_PC2,Floors 7,Floors/Bridges,8.90384,45.90252,Grey,Stone,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1GoSoLxhgyLqthI6sYFaLXwE4PeYf_co5/view?usp=sharing
G1_PC3,Floors 8,Floors/Bridges,8.90551,45.904,Brown,Wood,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1NDiV4eWFjb6ydfW6VclgAX8OZyVNYXax/view?usp=sharing
G1_PC4,Floors 9,Floors/Bridges,8.90361,45.90201,Brown,Stone,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1BdAs2yEJKIZsnvaiydBxRYKs0bR5kzgH/view?usp=sharing
G1_PC5,Floors 10,Floors/Bridges,8.90617,45.90394,Black/White,Marble,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1j5c0VDtGwC-JXqw2oz1oIPhQagOKfwfq/view?usp=sharing
G1_PC6,Floors 11,Floors/Bridges,8.90608,45.90452,Gray/Brown,Stone,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1WIBISwLIwOmQgJ_rs4wU1qZkcwjaYQES/view?usp=sharing
G1_PC7,Floors 12,Floors/Bridges,8.90608,45.90452,Black/Brick Red,stone   ,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1BnV4H-u9hvK4Yf92bZCFSjqq6xnZ2mPd/view?usp=sharing
G1_PC8,Floors 13,Floors/Bridges,8.90608,45.90452,Brown,stone,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1T-Gopzcgov7bYlkSeeF_B3IY0LhlDfkY/view?usp=sharing
G1_PC9,Fountain 3,Fountains,8.90608,45.90452,Brown/Grey,metal,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1TAybYt8BGEzX-95oCvGcAc1yCP9HIs0h/view?usp=sharing
G1_PC10,Statues 4,Statues,8.90608,45.90452,Gray,bronze ,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/10YO5WOfOtM6W8sAKXFLSw34_E9K6-j3X/view?usp=sharing
G1_PC11,Statues 5,Statues,8.90608,45.90452,Gray,Stone,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1LAmn6B0cT39DNs88YC2mWISNaGtfgqkz/view?usp=sharing
G1_PC12,Statues 6,Statues,8.90158,45.90316,Red,Metal,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1tDvtemqhMvoGv4jYjsF5tfwnWTuoq1Y6/view?usp=sharing
G1_PC13,Doors 3,Doors,8.90254,45.90232,Blue,Steel,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/138KCPUdtpxUAvpHFySVlPVdX7lDrJXQw/view?usp=sharing
G1_PC14,Building 5,Building,8.90613,45.90401,Yellow Striped,Masonry,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1bwgVCPdZb-A6ZJkkSS0MVdmHED6s-4am/view?usp=sharing
G1_PC15,Building 6,Building,8.90312,45.90272,White/Tan,Masonry,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1B86GSGdx_Yk5vBKzVoe8DzViynspniXW/view?usp=sharing
G1_PC16,Building 7,Building,8.90442,45.90271,Brown/Tan,Masonry,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1rtUvxZE7TioIFFjSCwA_23Hbdo8nDMTO/view?usp=sharing
G1_PC17,Building 8,Building,8.90628,45.90397,Brown/Tan,Stone Masonry,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/11aoTum1Xp_3Odee_fOIr3k0PAvh67CoL/view?usp=sharing
G1_PC18,Floor 14,Floors/Bridges,8.89904,45.90485,Beige,Polypropylene tiles,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1uLYnjFLsyIPbIz5oLcvANyQXlfjWGzdq/view?usp=sharing
G1_PC19,Floor 15,Floors/Bridges,8.90065,45.90401,Brown/Tan,Treated Timber,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1EdpfbciR_nngSmOrW6fCza_fU3PSh29D/view?usp=sharing
G1_PC20,Solar Panel 3,Solar Panel,8.89906,45.90439,Black,Silicon crystal ingot,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1UAM40AlFlQVpD72t-JC_0BcZDcpzp29n/view?usp=drive_link
G1_PC21,Doors 4,Doors,8.90259,45.90246,Clear/Black,Glass,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1Ziez2fhFGpaa0cf3Fvw6rbftpDx3gRIF/view?usp=drive_link
G1_L0,Boxy Floor,Floors,6.63058,46.52242,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1ep3PSWM_VYokDLdORxqE3yBCNArJmVPG/view?usp=drive_link
G1_L1,Cobble Spread,Floors,6.63454,46.5226,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1IxqRbRbqu8_LSDcpxyCqalSIEL_hXema/view?usp=drive_link
G1_L2,Pebble Floor,Floors,6.63534,46.52378,Gray/Beige/White ,Rocks,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1C9ks61EWZQbG9E_8o4OGwbBC_KoBLdLn/view?usp=drive_link
G1_L3,Rocky Cobble,Floors,6.63407,46.52232,Gray/Beige/Black/White,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1W54MpQprKbDpWe4gEXO1h8vG3oU0lBzZ/view?usp=drive_link
G1_L4,Lion Historical, Building,6.62685,46.52024,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1OHpd61Jgkvr6ryBCOx2L3wgGDbSMvZfx/view?usp=drive_link
G1_L5,Buildings & Bridge,Building,6.63354,46.52188,Pastel colors,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/11GxcwRBdofDBRu1qqHXJz2tVgIA9J3iB/view?usp=drive_link
G1_L6,Angled building,Building,6.63029,46.52139,Light gray,Stone masonry,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1lexBe8ivD867XYrn74GgVuP1sj-0u1NG/view?usp=drive_link
G1_L7,Shops,Building,6.6362,46.52571,Blue & Green ,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1EZYZ4pydB-cv8jjfIIAcp72WbF-SaLoL/view?usp=drive_link
G1_L8,Lausanne Church,Building,6.63565,46.52202,Gray,Brick,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1V-iKFmCluAQwQ86QsbofaeO-x_JLi_OZ/view?usp=drive_link
G1_L9,Church Door,Building,6.63476,46.52264,Beige,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/10w51RHUf6dvnFX120NVzjcBEta4v3ddY/view?usp=drive_link
G1_L10,Church Interior,Building,6.63515,46.52245,Beige,Limestone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1N34riWM9wKMI9M61MpFKcw26XR6HQc-m/view?usp=drive_link
G1_L11,Church 2,Building ,6.63064,46.52209,Beige,Sandstone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1n-P2J0WWxiD7TsINKiX_lBK19U8PX3ZI/view?usp=drive_link
G1_L12,Water fountain 1,Fountain,6.63532,46.52365,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1cpVSgr4bW2mpE1PFk1_QHwjHZE3zR6os/view?usp=drive_link
G1_L13,Water fountain 2,Fountain,6.63532,46.52365,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1KQzYXI1i3j5MjpKIdURc4DpEjF9V_eIz/view?usp=drive_link
G1_L14,Water fountain 3,Fountain,6.63706,46.52562,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1H4GFh6z8wjk8dXmWU-luE7vBPeei6CFn/view?usp=drive_link
G1_L15,Water fountain 4,Fountain,6.63516,46.52325,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1Z4R3ozp9pKgO_F809j2f6SMokuyibp6c/view?usp=drive_link
G1_L16,Water fountain 5,Fountain,6.63102,46.52182,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1thWwI9CzeTlXtLnlhMjPeEBahqEG8vNr/view?usp=drive_link
G1_L17,Lady Justice Statue,Fountain,6.63312,46.52168,Blue/Yellow/Orange/Green,Sandstone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1MzJiY4_HeFkAlJOxvG01XAaIEEsUhn2n/view?usp=drive_link
G1_L18,Statue Abs,Statue,6.63332,46.50844,Beige,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1Hm391NszczrttOB7yiNY3TikMOWoQXXN/view?usp=drive_link
G1_L19,Statue Balcony,Statue,6.62438,46.52316,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1nmZcPELONrShO4iv-FdtbckDs53W-pyu/view?usp=drive_link
G1_L20,Metal Statue,Statue,6.63134,46.51861,Gray,Metal,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1XGtERifHXR14Ii5nwdqD0RfA_2fjZae7/view?usp=sharing
G1_L21,Statue Chair,Statue,6.63875,46.53498,Brown,Wood,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1P3_MpS66863jTc0SbPWM2g_DZfQH3IWw/view?usp=drive_link
G1_L22,Statue of Colonel,Statue,6.63546,46.52473,Green ,Bronze,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1mh45rTi4G_br-ku7jf6Ui1w7yNE2cE90/view?usp=drive_link
G1_L23,Statue of sitting man,Statue,6.62902,46.51993,Beige,Marble,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1uVx35Go6wRt_qnHassStpDREusZ0HKVu/view?usp=sharing
G1_L24,Deer Statue,Statue,6.63769,46.53595,Brown,Wood,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1c3G9szdoGdVX6U7mRaDLsb6Sd592wIFd/view?usp=drive_link
G1_L25,Duck statue,Statue,6.64223,46.51966,Brown,Duck,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1nqTA4wEdDo4r_Tb4Nr56dMffrAS4ofj4/view?usp=drive_link
G1_L26,Rock Egg,Statue,6.63534,46.52378,Light Brown,Marble,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1-h0HfAvojwdUPRsegMcmI9Q9kMVDbnwy/view?usp=drive_link
G1_L27,Flame Statue,Statue,6.63411,46.50831,Brown,Metal,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1kQXg0b0FB7F4Fg1Gu4L3OKK8D5I8T4-W/view?usp=drive_link
G1_L28,Person statue,Statue,6.6342,46.50834,Brown,Bronze,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1mAEmIegNT60hoqcmJVahBpXcqEbPTi5B/view?usp=drive_link
G1_L29,Religous statue,Statue,6.63573,46.52466,Green ,Bronze,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1jfob_YW-vRn_Ln_H1nEf-Gwiy8DocYio/view?usp=drive_link
G1_L30,Star,Statue,6.6257,46.50485,Silver,Metal,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1fKbx0pAkHVvetJmDmW5-pCMgQWCdmivG/view?usp=drive_link
G1_L31,Archway 1,Archways,6.63087,46.52154,Light beige,Sandstone/Limestone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1gG_O-8GW4YWHoiX2Dzlg1adtwBK5FBi0/view?usp=sharing
G1_L32,Archway 2,Archways,6.63446,46.52168,Light beige,Concrete/Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1SRd_5OA0TGwuvi96nXz89TOpe2NMEX-u/view?usp=sharing
G1_L33,Door 1,Doors,6.63453,46.52263,Charcoal/Cream,Carved stone/Heavy Metal,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1Pw0Wp_dQAwyuGKoTqyYEHd_5tM2oreWP/view?usp=sharing
G1_L34,Bridge 1,Archways,6.63696,46.52582,Grey/Beige,Stone blocks,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1IwVziSS_SzjfTiT6XBxYPL4I4bcP2uEU/view?usp=sharing
G1_L35,Archway 3,Archways,6.63522,46.52331,Grey,Concrete/Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1fe98D6zRybTpF7UJnNLvQbaUg974MViO/view?usp=sharing
G1_L36,Bridge 2,Archways,6.63579,46.52141,Beige,Stone masonry,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1lrAK4Q69XAurhojxGMtpx-0st3H_PBdE/view?usp=sharing
G1_L37,Archway 4,Archways,6.63274,46.52202,Grey/Cream,Cobblestone/Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/19ynzVXXOT-J5ew9AvA9CTTwSUE_HGrdD/view?usp=sharing
G1_L38,Door 2,Doors,6.63458,46.52168,Wood/Grey,Polished woood,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1ZLuN9aw9rmrBDBkGlt69IZfQgBvToGeZ/view?usp=sharing
G1_L0,Boxy Floor,Floors,6.63058,46.52242,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1ep3PSWM_VYokDLdORxqE3yBCNArJmVPG/view?usp=drive_link
G1_L1,Cobble Spread,Floors,6.63454,46.5226,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1IxqRbRbqu8_LSDcpxyCqalSIEL_hXema/view?usp=drive_link
G1_L2,Pebble Floor,Floors,6.63534,46.52378,Gray/Beige/White ,Rocks,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1C9ks61EWZQbG9E_8o4OGwbBC_KoBLdLn/view?usp=drive_link
G1_L3,Rocky Cobble,Floors,6.63407,46.52232,Gray/Beige/Black/White,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1W54MpQprKbDpWe4gEXO1h8vG3oU0lBzZ/view?usp=drive_link
G1_L4,Lion Historical, Building,6.62685,46.52024,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1OHpd61Jgkvr6ryBCOx2L3wgGDbSMvZfx/view?usp=drive_link
G1_L5,Buildings & Bridge,Building,6.63354,46.52188,Pastel colors,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/11GxcwRBdofDBRu1qqHXJz2tVgIA9J3iB/view?usp=drive_link
G1_L6,Angled building,Building,6.63029,46.52139,Light gray,Stone masonry,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1lexBe8ivD867XYrn74GgVuP1sj-0u1NG/view?usp=drive_link
G1_L7,Shops,Building,6.6362,46.52571,Blue & Green ,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1EZYZ4pydB-cv8jjfIIAcp72WbF-SaLoL/view?usp=drive_link
G1_L8,Lausanne Church,Building,6.63565,46.52202,Gray,Brick,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1V-iKFmCluAQwQ86QsbofaeO-x_JLi_OZ/view?usp=drive_link
G1_L9,Church Door,Building,6.63476,46.52264,Beige,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/10w51RHUf6dvnFX120NVzjcBEta4v3ddY/view?usp=drive_link
G1_L10,Church Interior,Building,6.63515,46.52245,Beige,Limestone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1N34riWM9wKMI9M61MpFKcw26XR6HQc-m/view?usp=drive_link
G1_L11,Church 2,Building ,6.63064,46.52209,Beige,Sandstone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1n-P2J0WWxiD7TsINKiX_lBK19U8PX3ZI/view?usp=drive_link
G1_L12,Water fountain 1,Fountain,6.63532,46.52365,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1cpVSgr4bW2mpE1PFk1_QHwjHZE3zR6os/view?usp=drive_link
G1_L13,Water fountain 2,Fountain,6.63532,46.52365,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1KQzYXI1i3j5MjpKIdURc4DpEjF9V_eIz/view?usp=drive_link
G1_L14,Water fountain 3,Fountain,6.63706,46.52562,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1H4GFh6z8wjk8dXmWU-luE7vBPeei6CFn/view?usp=drive_link
G1_L15,Water fountain 4,Fountain,6.63516,46.52325,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1Z4R3ozp9pKgO_F809j2f6SMokuyibp6c/view?usp=drive_link
G1_L16,Water fountain 5,Fountain,6.63102,46.52182,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1thWwI9CzeTlXtLnlhMjPeEBahqEG8vNr/view?usp=drive_link
G1_L17,Lady Justice Statue,Fountain,6.63312,46.52168,Blue/Yellow/Orange/Green,Sandstone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1MzJiY4_HeFkAlJOxvG01XAaIEEsUhn2n/view?usp=drive_link
G1_L18,Statue Abs,Statue,6.63332,46.50844,Beige,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1Hm391NszczrttOB7yiNY3TikMOWoQXXN/view?usp=drive_link
G1_L19,Statue Balcony,Statue,6.62438,46.52316,Gray,Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1nmZcPELONrShO4iv-FdtbckDs53W-pyu/view?usp=drive_link
G1_L20,Metal Statue,Statue,6.63134,46.51861,Gray,Metal,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1XGtERifHXR14Ii5nwdqD0RfA_2fjZae7/view?usp=sharing
G1_L21,Statue Chair,Statue,6.63875,46.53498,Brown,Wood,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1P3_MpS66863jTc0SbPWM2g_DZfQH3IWw/view?usp=drive_link
G1_L22,Statue of Colonel,Statue,6.63546,46.52473,Green ,Bronze,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1mh45rTi4G_br-ku7jf6Ui1w7yNE2cE90/view?usp=drive_link
G1_L23,Statue of sitting man,Statue,6.62902,46.51993,Beige,Marble,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1uVx35Go6wRt_qnHassStpDREusZ0HKVu/view?usp=sharing
G1_L24,Deer Statue,Statue,6.63769,46.53595,Brown,Wood,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1c3G9szdoGdVX6U7mRaDLsb6Sd592wIFd/view?usp=drive_link
G1_L25,Duck statue,Statue,6.64223,46.51966,Brown,Duck,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1nqTA4wEdDo4r_Tb4Nr56dMffrAS4ofj4/view?usp=drive_link
G1_L26,Rock Egg,Statue,6.63534,46.52378,Light Brown,Marble,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1-h0HfAvojwdUPRsegMcmI9Q9kMVDbnwy/view?usp=drive_link
G1_L27,Flame Statue,Statue,6.63411,46.50831,Brown,Metal,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1kQXg0b0FB7F4Fg1Gu4L3OKK8D5I8T4-W/view?usp=drive_link
G1_L28,Person statue,Statue,6.6342,46.50834,Brown,Bronze,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1mAEmIegNT60hoqcmJVahBpXcqEbPTi5B/view?usp=drive_link
G1_L29,Religous statue,Statue,6.63573,46.52466,Green ,Bronze,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1jfob_YW-vRn_Ln_H1nEf-Gwiy8DocYio/view?usp=drive_link
G1_L30,Star,Statue,6.6257,46.50485,Silver,Metal,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1fKbx0pAkHVvetJmDmW5-pCMgQWCdmivG/view?usp=drive_link
G1_L31,Archway 1,Archways,6.63087,46.52154,Light beige,Sandstone/Limestone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1gG_O-8GW4YWHoiX2Dzlg1adtwBK5FBi0/view?usp=sharing
G1_L32,Archway 2,Archways,6.63446,46.52168,Light beige,Concrete/Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1SRd_5OA0TGwuvi96nXz89TOpe2NMEX-u/view?usp=sharing
G1_L33,Door 1,Doors,6.63453,46.52263,Charcoal/Cream,Carved stone/Heavy Metal,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1Pw0Wp_dQAwyuGKoTqyYEHd_5tM2oreWP/view?usp=sharing
G1_L34,Bridge 1,Archways,6.63696,46.52582,Grey/Beige,Stone blocks,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1IwVziSS_SzjfTiT6XBxYPL4I4bcP2uEU/view?usp=sharing
G1_L35,Archway 3,Archways,6.63522,46.52331,Grey,Concrete/Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1fe98D6zRybTpF7UJnNLvQbaUg974MViO/view?usp=sharing
G1_L36,Bridge 2,Archways,6.63579,46.52141,Beige,Stone masonry,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1lrAK4Q69XAurhojxGMtpx-0st3H_PBdE/view?usp=sharing
G1_L37,Archway 4,Archways,6.63274,46.52202,Grey/Cream,Cobblestone/Stone,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/19ynzVXXOT-J5ew9AvA9CTTwSUE_HGrdD/view?usp=sharing
G1_L38,Door 2,Doors,6.63458,46.52168,Wood/Grey,Polished woood,N/A,N/A,N/A,Lausanne,https://drive.google.com/file/d/1ZLuN9aw9rmrBDBkGlt69IZfQgBvToGeZ/view?usp=sharing
G2_R0,Church 1,Church,45.903413,8.971177,N/A,N/A,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1bq-Ij74kuEvE3TqYwtW4OT2Pgd2m9dol/view?usp=sharing
G2_R1,Church 2,Church,45.904582,8.970751,N/A,N/A,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1bog7fpwTxFa2z72aCY-hk_s_3p8HM4R3/view?usp=sharing
G2_R2,Church 3,Church,45.906739,8.969732,N/A,N/A,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1MPj_BkiVap7nr0gvkUa4XI8Y2QWDah4i/view?usp=drive_link
G2_R3,Bell Tower 1,Bell Tower,45.903413,8.971177,N/A,N/A,N/A,N/A,N/A,Riva San Vitale,https://drive.google.com/file/d/1bq-Ij74kuEvE3TqYwtW4OT2Pgd2m9dol/view?usp=sharing
