Observation ID,Name,Data Type,Longitude,Latitude,Color,Material,Town,Link to Picture,Pictures,"
Latitude",Open/Closed,Number of People,Price Range (CHF)
G3_R8,Amavita Faramcia,Personal Care and Health,"8° 58' 17.789"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1j_fKRNvJi4atn0-OmeMxWhz1OmD0IcOD/view?usp=sharing,N/A,"45° 54' 21.989"" N",Closed,0.0,N/A
G3_R9,Maia Gelateria & Crepia,Restaurant,"8° 58' 16.927"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1kkOtgo99thpIMysKfuWynTVFHK2AVsng/view?usp=sharing,N/A,"45° 54' 22.665"" N",Closed,0.0,N/A
G3_R10,Bernaschima Lab,Personal Care and Health,"8° 58' 16.327"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1kkOtgo99thpIMysKfuWynTVFHK2AVsng/view?usp=sharing,N/A,"45° 54' 22.737"" N",Closed,0.0,N/A
G3_R11,Beauty Massage Nature Da Isa,Personal Care and Health,"8° 58' 17.165"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1IT_i2wxV0fXM3Uz4vxpHGrbl33gCiKSX/view?usp=sharing,N/A,"45° 54' 23.141"" N",Closed,0.0,N/A
G3_R12,Bar Del Lago,Restaurant,"8° 58' 18.259"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1z4BJaLqxsbRQutq0tzNKeeA4NQiAmt7f/view?usp=sharing,N/A,"45° 54' 23.209"" N",Open,3.0,N/A
G3_R13,Posta Filiale,Business Services,"8° 58' 18.986"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1lMT262wDFaKZIvOtJjdPygT5a-xxwqEZ/view?usp=sharing,N/A,"45° 54' 21.928"" N",Closed,0.0,N/A
G3_R14,Bottega Del Nondo,Retail and Clothing,"8° 58' 18.656"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1lMT262wDFaKZIvOtJjdPygT5a-xxwqEZ/view?usp=sharing,N/A,"45° 54' 22.029"" N",Closed,0.0,N/A
G3_R15,Cafe Sociale,Restaurant,"8° 58' 22.270"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1jTr5AZ5BpAQzjEBSkP6mguYrpVLwRE-I/view?usp=sharing,N/A,"45° 54' 20.307"" N",Open,3.0,N/A
G3_R16,Ul Gelatee da Riva,Restaurant,"8° 58' 22.169"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1R5pv4QDSuyJya2NCONUyqQTF4qXZWGTh/view?usp=sharing,N/A,"45° 54' 20.236"" N",Closed,0.0,N/A
G3_R17,Denner,Retail & Clothing,"8° 58' 21.773"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1G_cj0KTcs79MDsFQSfdEo1WwDwj0fYtO/view?usp=sharing,N/A,"45° 54' 18.354"" N",Open,10.0,N/A
G3_R18,Raiffeisen,Business Services,"8° 58' 19.916"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1KLaAog1E6b_ZtvqGDT1VgshGZT_AFsu8/view?usp=sharing,N/A,"45° 54' 18.367"" N",Closed,0.0,N/A
G3_R19,EriKure,Business Services,"8° 58' 23.154"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1_DEwGeQGjr9kpDwVWOfhaEmFQwjthpuY/view?usp=sharing,N/A,"45° 54' 18.669"" N",Open,2.0,N/A
G3_R20,Ottica Asiraghi,Personal Care and Health,"8° 58' 23.618"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1zBiaQDAEc3fYB4bBylpfHsU5r1BRVdgj/view?usp=sharing,N/A,"45° 54' 18.175"" N",Open,2.0,N/A
G3_R21,Osteria teatro unione,Restaurant,"8° 58' 26.048"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1AdMFZ6M5JGotwLFum75L9JlaJsIagtp7/view?usp=sharing,N/A,"45° 54' 17.973"" N",Closed,0.0,N/A
G3_R22,Giotto Industrial Networking,Business Services,"8° 58' 26.108"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1Ox6owtADqQTIuWGEPvVhbtyWtvHFs5dt/view?usp=sharing,N/A,"45° 54' 17.702"" N",Closed,0.0,N/A
G3_R23,Tre Diamanti Centro Beauty and Hair,Personal Care and Health,"8° 58' 28.566"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1FsVTZMGjnq2r_PIeyjm5BXHSifLz29Gj/view?usp=sharing,N/A,"45° 54' 17.146"" N",Open,2.0,N/A
G3_R24,Cantieri Nautici Silvano Pasta,Restaurant,"8° 58' 34.660"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1qc8y2xvR_MFqfbIgc7u_cX_2KrssRVyP/view?usp=sharing,N/A,"45° 54' 15.037"" N",Closed,0.0,N/A
G3_PC0,Caveu,Restaurant,8° 54’ 22.14” E,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1xeYN6HBnluwhpzFp1jwWVnFkGArfg9eZ/view?usp=sharing,N/A,45° 54’ 18.222” N,Closed,0.0,N/A
G3_PC1,Gelateria artigianale,Restaurant,8° 54’ 22.08” E,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1UPPq0bSRlGnFJ9MnZvieJtg00wWRig7d/view?usp=sharing,N/A,45° 54’ 18.222” N,Closed,0.0,N/A
G3_PC2,Tecnocasa ,Business Services,8° 54’ 21.81” E,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1F6odTGibq9VeldNrTr5-HAhdYs20iFdu/view?usp=sharing,N/A,45° 54’ 17.76” N,Closed,0.0,N/A
G3_PC3,Caffe ristorante del Cervo gelateria,Restaurant,8° 54’ 21.678” E,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1lQePn-drL1gQVJHkzy9VVYEOryUi7n-j/view?usp=sharing,N/A,45° 54’ 16.53” N,Open,10.0,N/A
G3_PC4,La trattoria del tempo perso,Restaurant,8° 54’ 22.548” E,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1cNYzMu9QWobSXFtEjB9-9sAanQqrBhKk/view?usp=sharing,N/A,45° 54’ 15.762” N,Open,1.0,N/A
G3_PC5,Adiyaman nemrut pizzeria ,Restaurant,8° 54’ 22.578” E,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1WrJcbO_ojyPzxyzdiibGijSWNWECtBm3/view?usp=sharing,N/A,45° 54’ 15.99” N,Closed,0.0,N/A
G3_PC6,Bar la trappola ,Restaurant,8° 54’ 22.548” E,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1cNYzMu9QWobSXFtEjB9-9sAanQqrBhKk/view?usp=sharing,N/A,45° 54’ 15.762” N,Closed,0.0,N/A
G3_PC7,Porto Bello,Restaurant,8° 54’ 22.512” E,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1t66Z_YiSE7Bfi0fc-A6iELyY1ljgCBcD/view?usp=sharing,N/A,45° 54’ 15.51” N,Closed,0.0,N/A
G3_PC8,Santa caterina Italian bakery ,Restaurant,8° 54’ 22.08” E,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1Uzew7tc5slnEcrNmB42UyGmpHzQYp2ZE/view?usp=sharing,N/A,45° 54’ 15.232” N,Open,4.0,N/A
G3_PC9,Gelateria il golosone ,Restaurant,8° 54’ 21.81” E,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1me7yIJdXSF-U4CE5PIjezNPPTHbfNdwq/view?usp=sharing,N/A,45° 54’ 15.76” N,Open,0.0,N/A
G3_PC10,Centr servizi franchising,Business Services,8° 54’ 21.648” E,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1oQ28GIncgbympYA2_tZey0fY8eH4jpwp/view?usp=sharing,N/A,45° 54’ 14.56” N,Closed,0.0,N/A
G3_PC11,Lachi and menefoglio ,Business Services,8° 54’ 21.648” E,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1TC_ry6kePa_XH8ipbvHNzhWX_nRHfIVf/view?usp=sharing,N/A,45° 54’ 14.762” N,Closed,0.0,N/A
G3_PC12,friggio,Restaurant,8° 54’ 21.578” E,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/148N-WPn42SJZiUIrLQYDo2JjJV0jzQJb/view?usp=sharing,N/A,45° 54’ 14.59” N,Open,1.0,N/A
G3_PC13,Dame coffee,Restaurant,8° 54’ 20.528” E,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1LXKTQ2MATH7Pi9exrJZt4OaV0YizqMpw/view?usp=sharing,N/A,45° 54’ 13.752” N,Open,6.0,N/A
G3_PC14,Here um,Personal Care and Health,8° 54’ 20.512” E,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1eoAgOL43qoFKMUmO-5vY4bTtiDgEXKsd/view?usp=sharing,N/A,45° 54’ 13.54” N,Open,2.0,N/A
G3_PC15,Hi beauty,Personal Care and Health,8° 54’ 20.48” E,N/A,N/A,N/A,Porto Ceresio,https://drive.google.com/file/d/1P_9fOfpbk19Kuzub4Vs_Tx6tPUuES6ys/view?usp=sharing,N/A,45° 54’ 13.83” N,Open,2.0,N/A
